__time,/foil_consigne/servo_aileron_left,/foil_consigne/servo_aileron_right,/foil_consigne/servo_foil,/foil_consigne/servo_gouvernail,/foil_consigne/thruster
1707317454.414320,-14.381504059,-16.496164322,-1.057330489,0.000000000,40.000000000
1707317454.514394,-14.457976341,-16.341114044,-0.941569269,0.000000000,40.000000000
1707317454.614504,-14.356314659,-16.274318695,-0.959002078,0.000000000,40.000000000
1707317454.714502,-14.038006783,-16.153718948,-1.057856321,0.000000000,40.000000000
1707317454.814346,-13.954518318,-16.158475876,-1.101978898,0.000000000,40.000000000
1707317454.914263,-14.135543823,-16.678234100,-1.271345258,0.000000000,40.000000000
1707317455.014297,-14.354978561,-17.304723740,-1.474872351,0.000000000,40.000000000
1707317455.114305,-14.602231979,-17.848932266,-1.623350143,0.000000000,40.000000000
1707317455.214169,-14.840329170,-18.310520172,-1.735095859,0.000000000,40.000000000
1707317455.314252,-14.888858795,-18.572368622,-1.841754913,0.000000000,40.000000000
1707317455.414031,-14.853281021,-18.718671799,-1.932695866,0.000000000,40.000000000
1707317455.514047,-14.660501480,-18.973342896,-2.156420469,0.000000000,40.000000000
1707317455.614036,-14.511939049,-19.105674744,-2.296867847,0.000000000,40.000000000
1707317455.714097,-14.257054329,-19.075410843,-2.409178257,0.000000000,40.000000000
1707317455.814091,-13.984313011,-19.020944595,-2.518315554,0.000000000,40.000000000
1707317455.914015,-13.813313484,-19.183319092,-2.685002327,0.000000000,40.000000000
1707317456.013965,-13.675096512,-19.306287766,-2.815595627,0.000000000,40.000000000
1707317456.114049,-13.454947472,-19.400094986,-2.972573996,0.000000000,40.000000000
1707317456.214024,-13.369544029,-19.605833054,-3.118144751,0.000000000,40.000000000
1707317456.313964,-13.324735641,-19.615072250,-3.145168543,0.000000000,40.000000000
1707317456.414022,-13.446745872,-19.553995132,-3.053624392,0.000000000,40.000000000
1707317456.514134,-14.275939941,-19.211772919,-2.467916250,0.000000000,40.000000000
1707317456.614048,-14.871747017,-18.645660400,-1.886956573,0.000000000,40.000000000
1707317456.714077,-15.295195580,-17.923704147,-1.314254761,0.000000000,40.000000000
1707317456.813916,-15.321610451,-17.820714951,-1.249552250,0.000000000,40.000000000
1707317456.914025,-15.532727242,-18.108339310,-1.287806392,0.000000000,40.000000000
1707317457.013938,-15.601441383,-18.333559036,-1.366058946,0.000000000,40.000000000
1707317457.113697,-15.426831245,-18.288036346,-1.430602431,0.000000000,40.000000000
1707317457.213805,-15.206253052,-18.176252365,-1.484999895,0.000000000,40.000000000
1707317457.313936,-15.325843811,-18.148269653,-1.411212921,0.000000000,40.000000000
1707317457.413998,-15.301169395,-17.954620361,-1.326725960,0.000000000,40.000000000
1707317457.513713,-15.410712242,-17.724498749,-1.156892896,0.000000000,40.000000000
1707317457.613775,-15.520451546,-17.562503815,-1.021026134,0.000000000,40.000000000
1707317457.713715,-15.511444092,-17.364061356,-0.926308274,0.000000000,40.000000000
1707317457.813738,-15.619828224,-17.340147018,-0.860158980,0.000000000,40.000000000
1707317457.913748,-15.820036888,-17.179876328,-0.679919779,0.000000000,40.000000000
1707317458.013734,-15.776047707,-17.009584427,-0.616767764,0.000000000,40.000000000
1707317458.113755,-15.758336067,-16.909715652,-0.575690091,0.000000000,40.000000000
1707317458.213534,-15.791501045,-16.769386292,-0.488942504,0.000000000,40.000000000
1707317458.313754,-15.735823631,-16.648338318,-0.456257671,0.000000000,40.000000000
1707317458.413864,-15.653881073,-16.592857361,-0.469488293,0.000000000,40.000000000
1707317458.513757,-15.494133949,-16.489038467,-0.497451663,0.000000000,40.000000000
1707317458.613702,-15.426389694,-16.421380997,-0.497495294,0.000000000,40.000000000
1707317458.713797,-15.309962273,-16.259653091,-0.474845260,0.000000000,40.000000000
1707317458.813644,-15.203242302,-16.127693176,-0.462225109,0.000000000,40.000000000
1707317458.913726,-14.982256889,-15.935727119,-0.476735145,0.000000000,40.000000000
1707317459.013610,-14.807286263,-15.727979660,-0.460346311,0.000000000,40.000000000
1707317459.113639,-14.596101761,-15.359290123,-0.381594330,0.000000000,40.000000000
1707317459.213442,-14.170483589,-14.619689941,-0.224603072,0.000000000,40.000000000
1707317459.313595,-13.632612228,-13.501007080,0.065802366,0.000000000,40.000000000
1707317459.413430,-13.182358742,-12.754063606,0.214147240,0.000000000,40.000000000
1707317459.513381,-12.513713837,-11.934718132,0.289497465,0.000000000,40.000000000
1707317459.613384,-12.049983978,-11.585457802,0.232262909,0.000000000,40.000000000
1707317459.713303,-11.236086845,-10.729802132,0.253142118,0.000000000,40.000000000
1707317459.813498,-10.478115082,-9.877565384,0.300274760,0.000000000,40.000000000
1707317459.913382,-9.583413124,-8.599250793,0.492081553,0.000000000,40.000000000
1707317460.012887,-9.167593002,-7.862460136,0.652566493,0.000000000,40.000000000
1707317460.113469,-8.743986130,-6.953578472,0.895203888,0.000000000,40.000000000
1707317460.213065,-7.828779697,-5.030648232,1.399065733,0.000000000,40.000000000
1707317460.313424,-6.513777256,-3.297401190,1.608188152,0.000000000,40.000000000
1707317460.413428,-5.818647861,-2.469194174,1.674726963,0.000000000,40.000000000
1707317460.513491,-4.893820286,-1.239492655,1.827163815,0.000000000,40.000000000
1707317460.613409,-4.221570492,-0.245038569,1.988265991,0.000000000,40.000000000
1707317460.713347,-2.975049496,1.419477344,2.197263479,0.000000000,40.000000000
1707317460.813295,-2.268442869,2.440596581,2.354519844,0.000000000,40.000000000
1707317460.913271,-1.519878864,3.752558708,2.636218786,0.000000000,40.000000000
1707317461.013260,-1.116452098,4.586077690,2.851264954,0.000000000,40.000000000
1707317461.113552,-0.731975794,5.486166477,3.109071016,0.000000000,40.000000000
1707317461.213275,0.052314874,6.991844177,3.469764471,0.000000000,40.000000000
1707317461.313305,0.893307567,8.519600868,3.813146591,0.000000000,40.000000000
1707317461.413189,1.452996373,9.477919579,4.012461662,0.000000000,40.000000000
1707317461.512947,2.374605894,10.797793388,4.211593628,0.000000000,40.000000000
1707317461.613082,3.094827652,11.760380745,4.332776546,0.000000000,40.000000000
1707317461.713254,4.391131401,13.471700668,4.540284634,0.000000000,40.000000000
1707317461.813052,5.255012989,14.516511917,4.630749702,0.000000000,40.000000000
1707317461.913255,6.126077652,15.581322670,4.727622509,0.000000000,40.000000000
1707317462.013070,6.587595463,16.069440842,4.740922928,0.000000000,40.000000000
1707317462.112915,7.045572758,16.537437439,4.745932102,0.000000000,40.000000000
1707317462.213027,7.691120148,17.408609390,4.858744621,0.000000000,40.000000000
1707317462.312964,8.272336006,18.393526077,5.060595036,0.000000000,40.000000000
1707317462.413087,8.699149132,19.117431641,5.209141731,0.000000000,40.000000000
1707317462.512965,9.333193779,20.005037308,5.335921288,0.000000000,40.000000000
1707317462.612954,9.494602203,20.245630264,5.375514030,0.000000000,40.000000000
1707317462.713105,9.259873390,20.057424545,5.398775101,0.000000000,40.000000000
1707317462.812900,8.888989449,19.718156815,5.414583206,0.000000000,40.000000000
1707317462.913045,8.304827690,19.166004181,5.430588722,0.000000000,40.000000000
1707317463.013076,8.332306862,19.127838135,5.397766113,0.000000000,40.000000000
1707317463.112704,8.556565285,19.293012619,5.368223190,0.000000000,40.000000000
1707317463.212923,8.803351402,19.321266174,5.258957386,0.000000000,40.000000000
1707317463.312737,8.794911385,19.030998230,5.118042946,0.000000000,40.000000000
1707317463.412825,8.808651924,18.866163254,5.028755188,0.000000000,40.000000000
1707317463.512829,8.824024200,18.555315018,4.865644932,0.000000000,40.000000000
1707317463.612880,8.752944946,18.342271805,4.794663429,0.000000000,40.000000000
1707317463.712732,8.831447601,18.307258606,4.737905025,0.000000000,40.000000000
1707317463.812773,9.055853844,18.388919830,4.666533470,0.000000000,40.000000000
1707317463.912773,9.472542763,18.606180191,4.566818237,0.000000000,40.000000000
1707317464.012668,9.761127472,18.762874603,4.500873566,0.000000000,40.000000000
1707317464.112863,10.005640984,18.841995239,4.418177128,0.000000000,40.000000000
1707317464.212549,10.273996353,18.717077255,4.221539974,0.000000000,40.000000000
1707317464.312529,10.246729851,18.273010254,4.013140202,0.000000000,40.000000000
1707317464.412612,9.969707489,17.870916367,3.950604200,0.000000000,40.000000000
1707317464.512632,9.599912643,17.424201965,3.912144899,0.000000000,40.000000000
1707317464.612740,9.456789017,17.126367569,3.834789515,0.000000000,40.000000000
1707317464.712614,9.182085037,16.739870071,3.778892994,0.000000000,40.000000000
1707317464.812519,9.005407333,16.711927414,3.853260279,0.000000000,40.000000000
1707317464.912464,8.968854904,17.041189194,4.036166668,0.000000000,40.000000000
1707317465.012468,9.128631592,17.448314667,4.159841061,0.000000000,40.000000000
1707317465.112445,9.327213287,17.582235336,4.127511024,0.000000000,40.000000000
1707317465.212409,9.288290977,16.950605392,3.831157446,0.000000000,40.000000000
1707317465.312535,8.626456261,16.069074631,3.721308470,0.000000000,40.000000000
1707317465.412575,8.113759995,15.268655777,3.577448130,0.000000000,40.000000000
1707317465.512206,7.346560955,13.820843697,3.237141371,0.000000000,40.000000000
1707317465.612311,6.959158421,13.236853600,3.138847351,0.000000000,40.000000000
1707317465.712337,6.970619678,12.970490456,2.999935627,0.000000000,40.000000000
1707317465.812477,7.054348946,13.030391693,2.988021612,0.000000000,40.000000000
1707317465.912314,7.155067921,13.197962761,3.021447182,0.000000000,40.000000000
1707317466.012450,7.149903297,13.248905182,3.049500942,0.000000000,40.000000000
1707317466.112265,7.153537273,13.119862556,2.983162880,0.000000000,40.000000000
1707317466.212418,6.768122673,12.510212898,2.871044874,0.000000000,40.000000000
1707317466.312298,6.149427891,11.430924416,2.640748501,0.000000000,40.000000000
1707317466.412382,5.702435017,10.604354858,2.450959921,0.000000000,40.000000000
1707317466.512141,4.896233082,9.423634529,2.263700962,0.000000000,40.000000000
1707317466.612110,4.362000465,8.789029121,2.213514566,0.000000000,40.000000000
1707317466.712217,3.886678457,8.023176193,2.068248987,0.000000000,40.000000000
1707317466.812227,3.760618210,7.460783005,1.850082397,0.000000000,40.000000000
1707317466.912416,3.806010246,6.706795216,1.450392365,0.000000000,40.000000000
1707317467.012133,4.006443024,6.494451046,1.244003892,0.000000000,40.000000000
1707317467.112231,4.449177742,6.594097614,1.072459936,0.000000000,40.000000000
1707317467.211951,5.484951496,7.309176922,0.912112594,0.000000000,40.000000000
1707317467.312084,6.711514473,8.460773468,0.874629378,0.000000000,40.000000000
1707317467.411977,7.361177921,9.001931190,0.820376813,0.000000000,40.000000000
1707317467.512055,7.907873154,9.281952858,0.687039852,0.000000000,40.000000000
1707317467.611939,7.910979271,9.115753174,0.602386832,0.000000000,40.000000000
1707317467.712033,7.482183933,8.417924881,0.467870623,0.000000000,40.000000000
1707317467.811862,7.001492500,7.708971024,0.353739411,0.000000000,40.000000000
1707317467.911987,6.040943623,6.438338280,0.198697343,0.000000000,40.000000000
1707317468.012025,5.449434280,5.564530373,0.057548106,0.000000000,40.000000000
1707317468.112129,4.994359493,4.756941319,-0.118708938,0.000000000,40.000000000
1707317468.211878,4.675683975,3.992104769,-0.341789693,0.000000000,40.000000000
1707317468.311871,4.854449272,3.924990892,-0.464729160,0.000000000,40.000000000
1707317468.411974,5.096960068,4.126432896,-0.485263407,0.000000000,40.000000000
1707317468.511789,5.330498219,4.273180962,-0.528658748,0.000000000,40.000000000
1707317468.611882,5.486339569,4.018454552,-0.733942509,0.000000000,40.000000000
1707317468.711993,5.549734116,3.337263107,-1.106235623,0.000000000,40.000000000
1707317468.811871,5.246075153,3.012962341,-1.116556525,0.000000000,40.000000000
1707317468.911941,4.660603523,2.568426609,-1.046088457,0.000000000,40.000000000
1707317469.011685,4.422791958,2.237255812,-1.092768073,0.000000000,40.000000000
1707317469.111635,4.452560425,1.788583755,-1.331988215,0.000000000,40.000000000
1707317469.211777,4.845813274,1.191857100,-1.826978087,0.000000000,40.000000000
1707317469.311797,5.290187836,1.096741438,-2.096723318,0.000000000,40.000000000
1707317469.411630,5.506415367,1.109858990,-2.198278189,0.000000000,40.000000000
1707317469.511917,5.734770775,1.308410406,-2.213180065,0.000000000,40.000000000
1707317469.611685,5.955947876,1.533369660,-2.211288929,0.000000000,40.000000000
1707317469.711800,6.167589664,1.549081445,-2.309254169,0.000000000,40.000000000
1707317469.811702,6.183477879,1.202783704,-2.490347147,0.000000000,40.000000000
1707317469.911795,5.971139431,0.620425045,-2.675357342,0.000000000,40.000000000
1707317470.011560,5.777726650,0.422053963,-2.677836418,0.000000000,40.000000000
1707317470.111500,5.614261627,0.260205001,-2.677028418,0.000000000,40.000000000
1707317470.211680,5.369984150,-0.211388186,-2.790686131,0.000000000,40.000000000
1707317470.311684,5.044641018,-0.642614424,-2.843627691,0.000000000,40.000000000
1707317470.411527,4.939989567,-0.876938283,-2.908463955,0.000000000,40.000000000
1707317470.511568,4.975399494,-0.981939673,-2.978669405,0.000000000,40.000000000
1707317470.611498,5.229617596,-0.918337166,-3.073977232,0.000000000,40.000000000
1707317470.711659,5.939980984,-0.507360935,-3.223670959,0.000000000,40.000000000
1707317470.811544,6.328783512,-0.128259256,-3.228521347,0.000000000,40.000000000
1707317470.911532,6.553721428,0.012733042,-3.270494223,0.000000000,40.000000000
1707317471.011595,6.475897312,-0.171315849,-3.323606491,0.000000000,40.000000000
1707317471.111309,6.261200905,-0.428881496,-3.345041275,0.000000000,40.000000000
1707317471.211256,5.880873680,-0.796326756,-3.338600159,0.000000000,40.000000000
1707317471.311371,5.946228504,-0.779778361,-3.363003254,0.000000000,40.000000000
1707317471.411458,6.152383804,-0.643481791,-3.397933006,0.000000000,40.000000000
1707317471.511310,6.469253540,-0.115024544,-3.292139053,0.000000000,40.000000000
1707317471.611505,6.549663067,-0.071465656,-3.310564280,0.000000000,40.000000000
1707317471.711458,6.171793938,-0.359130412,-3.265462160,0.000000000,40.000000000
1707317471.811273,5.832098484,-0.641500115,-3.236799240,0.000000000,40.000000000
1707317471.911269,5.632457256,-0.889406979,-3.260932207,0.000000000,40.000000000
1707317472.011414,5.422117233,-0.965705752,-3.193911552,0.000000000,40.000000000
1707317472.111312,5.236027718,-0.963287592,-3.099657536,0.000000000,40.000000000
1707317472.211396,5.106455803,-0.990750432,-3.048603058,0.000000000,40.000000000
1707317472.311183,4.886878014,-1.042536139,-2.964707136,0.000000000,40.000000000
1707317472.411175,4.908502102,-1.199020267,-3.053761005,0.000000000,40.000000000
1707317472.511126,5.394490719,-0.851305068,-3.122897863,0.000000000,40.000000000
1707317472.611076,5.828199863,-0.307098031,-3.067648888,0.000000000,40.000000000
1707317472.711348,6.094592094,-0.144315884,-3.119454145,0.000000000,40.000000000
1707317472.811138,5.999337196,-0.377163917,-3.188250542,0.000000000,40.000000000
1707317472.911052,5.559710503,-0.692241371,-3.125975847,0.000000000,40.000000000
1707317473.011031,5.171728611,-0.846325576,-3.009027243,0.000000000,40.000000000
1707317473.110901,4.912357330,-1.065049887,-2.988703489,0.000000000,40.000000000
1707317473.211010,4.938845158,-1.187707663,-3.063276291,0.000000000,40.000000000
1707317473.310920,5.295786381,-0.687866926,-2.991826534,0.000000000,40.000000000
1707317473.411027,5.593626022,-0.264097303,-2.928861618,0.000000000,40.000000000
1707317473.511033,6.111135483,0.017695129,-3.046720266,0.000000000,40.000000000
1707317473.611040,6.266008854,0.090513065,-3.087747812,0.000000000,40.000000000
1707317473.711094,6.390331745,-0.158205003,-3.274268389,0.000000000,40.000000000
1707317473.810879,6.414006710,-0.473181397,-3.443593979,0.000000000,40.000000000
1707317473.911016,6.430205345,-0.954511285,-3.692358494,0.000000000,40.000000000
1707317474.011086,6.496547222,-1.205662847,-3.851105213,0.000000000,40.000000000
1707317474.110884,6.653184414,-1.455815792,-4.054500103,0.000000000,40.000000000
1707317474.210878,6.944380760,-1.743153334,-4.343767166,0.000000000,40.000000000
1707317474.310819,7.156436443,-1.953041434,-4.554738998,0.000000000,40.000000000
1707317474.410824,7.286557674,-2.139292479,-4.712924957,0.000000000,40.000000000
1707317474.510695,7.342143536,-2.321843863,-4.831993580,0.000000000,40.000000000
1707317474.610766,7.365932465,-2.377703190,-4.871818066,0.000000000,40.000000000
1707317474.710842,7.389167786,-2.519681692,-4.954424858,0.000000000,40.000000000
1707317474.810739,7.383160114,-2.571417809,-4.977289200,0.000000000,40.000000000
1707317474.910804,7.256322384,-2.692352057,-4.974337101,0.000000000,40.000000000
1707317475.010828,7.040264130,-2.866841316,-4.953552723,0.000000000,40.000000000
1707317475.111616,6.805635452,-3.023786306,-4.914710999,0.000000000,40.000000000
1707317475.210665,6.690677643,-3.246981144,-4.968829632,0.000000000,40.000000000
1707317475.310620,6.792373657,-3.087326765,-4.939850330,0.000000000,40.000000000
1707317475.410656,6.912670135,-2.859027863,-4.885848999,0.000000000,40.000000000
1707317475.510483,7.062859535,-2.623699427,-4.843279362,0.000000000,40.000000000
1707317475.610543,7.130343437,-2.608713388,-4.869528294,0.000000000,40.000000000
1707317475.710534,6.965754509,-2.992942095,-4.979348660,0.000000000,40.000000000
1707317475.810513,6.644458294,-3.485841036,-5.065149784,0.000000000,40.000000000
1707317475.910591,6.249493122,-4.409647942,-5.329570293,0.000000000,40.000000000
1707317476.010536,5.991888046,-4.700595379,-5.346241951,0.000000000,40.000000000
1707317476.110600,5.872763634,-4.645456791,-5.259110451,0.000000000,40.000000000
1707317476.210518,6.233035088,-4.424378395,-5.328706741,0.000000000,40.000000000
1707317476.310482,6.992285252,-4.011972427,-5.502129078,0.000000000,40.000000000
1707317476.410703,7.451283932,-3.648121595,-5.549702644,0.000000000,40.000000000
1707317476.510489,8.108349800,-3.025315762,-5.566833019,0.000000000,40.000000000
1707317476.610633,8.535779953,-2.715893030,-5.625836372,0.000000000,40.000000000
1707317476.710619,9.071460724,-2.379882813,-5.725671768,0.000000000,40.000000000
1707317476.810490,9.192130089,-2.199284792,-5.695707321,0.000000000,40.000000000
1707317476.910365,9.286541939,-2.322449923,-5.804495811,0.000000000,40.000000000
1707317477.010520,9.077622414,-2.717385054,-5.897503853,0.000000000,40.000000000
1707317477.110409,8.540796280,-3.137889624,-5.839343071,0.000000000,40.000000000
1707317477.210232,7.652997017,-3.884081602,-5.768539429,0.000000000,40.000000000
1707317477.310313,7.270041943,-4.545288563,-5.907665253,0.000000000,40.000000000
1707317477.410474,7.286863804,-4.471956730,-5.879410267,0.000000000,40.000000000
1707317477.510487,8.086941719,-3.833961964,-5.960452080,0.000000000,40.000000000
1707317477.610277,9.002084732,-3.244853973,-6.123469353,0.000000000,40.000000000
1707317477.710319,10.303738594,-2.077811480,-6.190774918,0.000000000,40.000000000
1707317477.810570,11.017776489,-1.414161801,-6.215969086,0.000000000,40.000000000
1707317477.910261,11.343203545,-0.776058674,-6.059630871,0.000000000,40.000000000
1707317478.010314,11.180077553,-0.895481884,-6.037779808,0.000000000,40.000000000
1707317478.110331,10.775252342,-1.401777029,-6.088514328,0.000000000,40.000000000
1707317478.210220,9.843303680,-2.321764231,-6.082534313,0.000000000,40.000000000
1707317478.310189,9.103732109,-3.006932974,-6.055332661,0.000000000,40.000000000
1707317478.410074,8.728282928,-3.247272253,-5.987777710,0.000000000,40.000000000
1707317478.510039,8.236200333,-3.403503895,-5.819852352,0.000000000,40.000000000
1707317478.610381,7.892134190,-3.402024746,-5.647079468,0.000000000,40.000000000
1707317478.710130,7.545438290,-3.648253202,-5.596845627,0.000000000,40.000000000
1707317478.810004,7.344079018,-3.916601658,-5.630340576,0.000000000,40.000000000
1707317478.910179,6.962351322,-4.225453854,-5.593902588,0.000000000,40.000000000
1707317479.009871,6.795097828,-4.450467110,-5.622782230,0.000000000,40.000000000
1707317479.109939,6.624614239,-4.572441101,-5.598527908,0.000000000,40.000000000
1707317479.209924,6.558914661,-4.591624260,-5.575269699,0.000000000,40.000000000
1707317479.309989,6.675975800,-4.506929398,-5.591452599,0.000000000,40.000000000
1707317479.409932,6.759375095,-4.332108021,-5.545741558,0.000000000,40.000000000
1707317479.510019,6.913177490,-4.148601532,-5.530889511,0.000000000,40.000000000
1707317479.609981,6.971473217,-4.101756096,-5.536614418,0.000000000,40.000000000
1707317479.710000,6.979679585,-4.142273903,-5.560976982,0.000000000,40.000000000
1707317479.809992,6.810795784,-4.202136040,-5.506465912,0.000000000,40.000000000
1707317479.909812,6.507416248,-4.303875446,-5.405645847,0.000000000,40.000000000
1707317480.009891,6.446077824,-4.430860043,-5.438468933,0.000000000,40.000000000
1707317480.109955,6.475275517,-4.497815609,-5.486545563,0.000000000,40.000000000
1707317480.209845,6.634910583,-4.313224792,-5.474067688,0.000000000,40.000000000
1707317480.310049,6.957851410,-3.922415018,-5.440133095,0.000000000,40.000000000
1707317480.409930,7.166337967,-3.708209038,-5.437273502,0.000000000,40.000000000
1707317480.509712,7.257847309,-3.320675850,-5.289261341,0.000000000,40.000000000
1707317480.609871,7.171800613,-3.115962982,-5.143881798,0.000000000,40.000000000
1707317480.709812,7.000607014,-3.346799612,-5.173703194,0.000000000,40.000000000
1707317480.809870,6.535218716,-3.642839432,-5.089028835,0.000000000,40.000000000
1707317480.909610,5.578468323,-4.178980350,-4.878724098,0.000000000,40.000000000
1707317481.009639,4.950989723,-4.587700367,-4.769345284,0.000000000,40.000000000
1707317481.109656,4.461620331,-4.801171303,-4.631395817,0.000000000,40.000000000
1707317481.209679,4.412325382,-4.774062157,-4.593194008,0.000000000,40.000000000
1707317481.309628,4.818539143,-4.460560322,-4.639549732,0.000000000,40.000000000
1707317481.409575,4.984939098,-4.083523273,-4.534231186,0.000000000,40.000000000
1707317481.509478,5.388619900,-3.590755701,-4.489687920,0.000000000,40.000000000
1707317481.609508,5.687078476,-3.371715069,-4.529396534,0.000000000,40.000000000
1707317481.709436,5.948467731,-2.964510679,-4.456489563,0.000000000,40.000000000
1707317481.809473,6.114404678,-2.837739706,-4.476072311,0.000000000,40.000000000
1707317481.909614,6.019847393,-2.735845804,-4.377846718,0.000000000,40.000000000
1707317482.009647,5.718935966,-2.782417536,-4.250676632,0.000000000,40.000000000
1707317482.109562,5.386130333,-3.083905220,-4.235017776,0.000000000,40.000000000
1707317482.209394,4.585210800,-3.496408224,-4.040809155,0.000000000,40.000000000
1707317482.309575,3.868006468,-3.842148066,-3.855077267,0.000000000,40.000000000
1707317482.409592,3.587576628,-4.224025726,-3.905801058,0.000000000,40.000000000
1707317482.509405,3.070756912,-4.609829903,-3.840293407,0.000000000,40.000000000
1707317482.609421,2.671008348,-4.763833523,-3.717420816,0.000000000,40.000000000
1707317482.709728,2.386888742,-5.140632629,-3.763760805,0.000000000,40.000000000
1707317482.809505,2.206191540,-5.014153004,-3.610172272,0.000000000,40.000000000
1707317482.909320,2.218545437,-4.398068428,-3.308307171,0.000000000,40.000000000
1707317483.009295,2.463865757,-3.979874372,-3.221870184,0.000000000,40.000000000
1707317483.109610,2.845068455,-3.624509096,-3.234788895,0.000000000,40.000000000
1707317483.209532,3.287123919,-3.137172699,-3.212148428,0.000000000,40.000000000
1707317483.309315,3.362874985,-2.399610758,-2.881242990,0.000000000,40.000000000
1707317483.409329,3.423471928,-1.952031255,-2.687751532,0.000000000,40.000000000
1707317483.509344,3.593785286,-1.466836572,-2.530310869,0.000000000,40.000000000
1707317483.609512,3.773368597,-1.228457689,-2.500913143,0.000000000,40.000000000
1707317483.709256,4.071344852,-0.949421287,-2.510382891,0.000000000,40.000000000
1707317483.809200,4.256777287,-0.838083863,-2.547430754,0.000000000,40.000000000
1707317483.909261,4.578300953,-0.632012248,-2.605156660,0.000000000,40.000000000
1707317484.009248,4.867426395,-0.384241968,-2.625834227,0.000000000,40.000000000
1707317484.109047,5.146071911,-0.055098750,-2.600585222,0.000000000,40.000000000
1707317484.209222,5.704840183,0.332717776,-2.686061382,0.000000000,40.000000000
1707317484.309152,6.029142857,0.756283581,-2.636429548,0.000000000,40.000000000
1707317484.409071,5.951169968,1.030030966,-2.460569382,0.000000000,40.000000000
1707317484.509335,5.788248062,1.011880636,-2.388183832,0.000000000,40.000000000
1707317484.609252,5.628174305,0.638020217,-2.495077133,0.000000000,40.000000000
1707317484.709246,4.943241119,-0.249324515,-2.596282721,0.000000000,40.000000000
1707317484.808940,4.035729408,-0.988188326,-2.511958838,0.000000000,40.000000000
1707317484.909110,2.537136078,-2.517409563,-2.527272701,0.000000000,40.000000000
1707317485.008942,1.408746958,-3.403133869,-2.405940294,0.000000000,40.000000000
1707317485.109054,0.434218138,-4.148711681,-2.291464806,0.000000000,40.000000000
1707317485.209024,-0.354550630,-4.911310673,-2.278379917,0.000000000,40.000000000
1707317485.308834,-0.299945951,-4.880314350,-2.290184259,0.000000000,40.000000000
1707317485.408921,0.128377080,-4.536426067,-2.332401514,0.000000000,40.000000000
1707317485.509001,1.342332363,-3.709754467,-2.526043415,0.000000000,40.000000000
1707317485.608776,2.203160048,-2.970093727,-2.586627007,0.000000000,40.000000000
1707317485.708997,3.287839413,-1.870612621,-2.579226017,0.000000000,40.000000000
1707317485.808899,3.873594522,-1.312275052,-2.592934847,0.000000000,40.000000000
1707317485.908876,4.316176414,-0.745405436,-2.530791044,0.000000000,40.000000000
1707317486.008826,4.198853016,-0.603524208,-2.401188612,0.000000000,40.000000000
1707317486.109006,3.932329893,-0.693154991,-2.312742472,0.000000000,40.000000000
1707317486.208710,3.721534729,-1.164239287,-2.442887068,0.000000000,40.000000000
1707317486.308689,3.145019054,-1.844055176,-2.494537115,0.000000000,40.000000000
1707317486.408715,2.629487514,-2.415864706,-2.522675991,0.000000000,40.000000000
1707317486.508593,1.840588093,-3.141436338,-2.491012096,0.000000000,40.000000000
1707317486.608737,1.460926890,-3.480499029,-2.470712900,0.000000000,40.000000000
1707317486.708596,1.139440775,-3.704491854,-2.421966314,0.000000000,40.000000000
1707317486.808574,1.322032213,-3.776356936,-2.549194574,0.000000000,40.000000000
1707317486.908822,1.751733065,-3.460072756,-2.605902910,0.000000000,40.000000000
1707317487.008680,2.076662302,-3.086251020,-2.581456661,0.000000000,40.000000000
1707317487.108622,2.384735346,-2.714073896,-2.549404621,0.000000000,40.000000000
1707317487.208730,2.790404558,-2.177260160,-2.483832359,0.000000000,40.000000000
1707317487.308493,3.094279289,-1.632439494,-2.363359451,0.000000000,40.000000000
1707317487.408532,3.256662130,-1.379897952,-2.318279982,0.000000000,40.000000000
1707317487.508564,3.420091629,-1.133352399,-2.276721954,0.000000000,40.000000000
1707317487.608545,3.320415735,-0.987458766,-2.153937340,0.000000000,40.000000000
1707317487.708540,3.102114916,-0.915901244,-2.009008169,0.000000000,40.000000000
1707317487.808567,2.865854263,-0.888363600,-1.877108932,0.000000000,40.000000000
1707317487.908779,2.643901587,-1.024492979,-1.834197283,0.000000000,40.000000000
1707317488.008410,2.680414915,-1.188831449,-1.934623241,0.000000000,40.000000000
1707317488.108500,2.745003223,-1.201978803,-1.973490953,0.000000000,40.000000000
1707317488.208384,2.955109835,-0.986481965,-1.970795870,0.000000000,40.000000000
1707317488.308391,3.161423206,-0.688649118,-1.925036192,0.000000000,40.000000000
1707317488.408378,3.112635136,-0.304483354,-1.708559275,0.000000000,40.000000000
1707317488.508366,3.117439270,0.247580305,-1.434929490,0.000000000,40.000000000
1707317488.608266,3.030055761,0.378680557,-1.325687528,0.000000000,40.000000000
1707317488.708480,2.627770424,0.193283886,-1.217243314,0.000000000,40.000000000
1707317488.808125,2.199781895,0.062774479,-1.068503737,0.000000000,40.000000000
1707317488.908293,1.125972152,-0.117573425,-0.621772766,0.000000000,40.000000000
1707317489.008301,0.145231366,-0.316414744,-0.230823055,0.000000000,40.000000000
1707317489.108174,-0.865609944,-0.693791032,0.085909463,0.000000000,40.000000000
1707317489.208169,-2.292873859,-1.170837045,0.561018407,0.000000000,40.000000000
1707317489.308260,-2.867297173,-1.708086967,0.579605103,0.000000000,40.000000000
1707317489.408263,-2.861822128,-1.788560271,0.536630929,0.000000000,40.000000000
